Date,Time,VFAS(V),Curr(A),Fuel(%),Hdg(@),AccX(g),AccY(g),AccZ(g),Tmp1(@C),A4(V),RSSI(dB),RxBt(V),Rud,Ele,Thr,Ail,S1,6P,S2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2018-08-25,08:57:32.750,16.60,0.9,12,0.00,0.00,0.00,0.00,20002,4.15,89,4.9,-4,9,-1024,4,1024,204,26,-1,-1,-1,-1,1,-1,0,-1,-1,-1,0x0000000000000220,7.9
2018-08-25,08:57:32.830,16.60,0.9,12,0.00,0.00,0.00,0.00,30002,4.15,89,4.9,-4,9,-1024,4,1024,204,26,0,0,-1,-1,1,-1,0,-1,-1,-1,0x0000000000000220,7.9
2018-08-25,08:57:32.930,16.60,0.9,13,0.00,0.00,0.00,0.00,10002,4.15,89,4.9,-3,9,-1024,4,1024,204,27,0,0,-1,-1,1,-1,0,-1,-1,-1,0x0000000000000220,7.9
2018-08-25,08:57:33.030,16.60,0.9,13,0.00,0.00,0.00,0.00,20001,4.15,89,4.9,-4,9,-1024,4,1024,204,26,0,0,-1,-1,1,-1,0,-1,-1,-1,0x0000000000000220,7.9
2018-08-25,08:57:33.130,16.60,0.9,13,0.00,0.00,0.00,0.00,30005,4.15,90,4.9,-4,9,-1024,4,1024,204,27,0,-1,-1,-1,1,-1,0,-1,-1,-1,0x0000000000000220,7.9
2018-08-25,08:57:33.230,16.60,0.9,13,0.00,0.00,0.00,0.00,10005,4.15,90,4.9,-4,8,-1024,4,1024,204,27,0,-1,-1,-1,1,-1,0,-1,-1,-1,0x0000000000000220,7.9
2018-08-25,08:57:33.330,16.60,1.0,13,0.00,0.00,0.00,0.00,20005,4.15,90,4.9,-4,9,-1024,4,1024,204,27,-1,-1,-1,-1,1,-1,0,-1,-1,-1,0x0000000000000220,7.9
2018-08-25,08:57:33.430,16.60,1.0,13,0.00,0.00,0.00,0.00,30005,4.15,90,4.9,-4,9,-1024,4,1024,204,27,0,-1,-1,-1,1,-1,0,-1,-1,-1,0x0000000000000220,7.9
2018-08-25,08:57:33.530,16.60,1.0,13,0.00,0.00,0.00,0.00,10005,4.15,90,4.9,-6,8,-1024,4,1024,204,27,0,0,-1,-1,1,-1,0,-1,-1,-1,0x0000000000000220,7.9
2018-08-25,08:57:33.630,16.60,1.0,13,0.00,0.00,0.00,0.00,20005,4.15,90,4.9,-6,9,-1024,4,1024,204,27,-1,-1,-1,-1,1,-1,0,-1,-1,-1,0x0000000000000220,7.9
2018-08-25,08:57:33.730,16.60,1.0,13,0.00,0.00,0.00,0.00,30005,4.15,90,4.9,-4,9,-1024,4,1024,204,27,0,-1,-1,-1,1,-1,0,-1,-1,-1,0x0000000000000220,7.9
2018-08-25,08:57:33.830,16.60,1.0,13,0.00,0.00,0.00,0.00,10005,4.15,90,4.9,-4,9,-1024,4,1024,204,27,0,-1,-1,-1,1,-1,0,-1,-1,-1,0x0000000000000220,7.9
2018-08-25,08:57:33.930,16.60,1.0,13,0.00,0.00,0.00,0.00,20005,4.15,90,4.9,-4,9,-1024,4,1024,204,27,0,-1,-1,-1,1,-1,0,-1,-1,-1,0x0000000000000220,7.9
2018-08-25,08:57:34.030,16.60,1.0,13,0.00,0.00,0.00,0.00,30005,4.15,91,4.9,-4,9,-1024,4,1024,204,26,0,-1,-1,-1,1,-1,0,-1,-1,-1,0x0000000000000220,7.9
2018-08-25,08:57:34.130,16.60,1.0,13,0.00,0.00,0.00,0.00,10005,4.15,91,4.9,-4,8,-1024,4,1024,204,27,0,0,-1,-1,1,-1,0,-1,-1,-1,0x0000000000000220,7.9
2018-08-25,08:57:34.230,16.60,1.0,13,0.00,0.00,0.00,0.00,20005,4.15,91,4.9,-4,9,-1024,4,1024,204,27,0,-1,-1,-1,1,-1,0,-1,-1,-1,0x0000000000000220,7.9
2018-08-25,08:57:34.330,16.60,1.0,13,0.00,0.00,0.00,0.00,30005,4.15,91,4.9,-4,8,-1024,4,1024,204,27,0,0,-1,-1,1,-1,0,-1,-1,-1,0x0000000000000220,7.9
2018-08-25,08:57:34.430,16.60,1.0,13,0.00,0.00,0.00,0.00,10005,4.15,91,4.9,-4,9,-1024,4,1024,204,27,-1,0,-1,-1,1,-1,0,-1,-1,-1,0x0000000000000220,7.9
2018-08-25,08:57:34.530,16.60,1.0,13,0.00,0.00,0.00,0.00,20005,4.15,91,4.9,-4,9,-1024,4,1024,204,27,-1,-1,-1,-1,1,-1,0,-1,-1,-1,0x0000000000000220,7.9
2018-08-25,08:57:34.630,16.60,1.0,13,0.00,0.00,0.00,0.00,30005,4.15,91,4.9,-4,9,-1024,4,1024,204,27,-1,-1,-1,-1,1,-1,0,-1,-1,-1,0x0000000000000220,7.9
2018-08-25,08:57:34.730,16.60,0.9,13,0.00,0.00,0.00,0.00,10005,4.15,91,4.9,-6,9,-1024,4,1024,204,26,-1,-1,-1,-1,1,-1,0,-1,-1,-1,0x0000000000000220,7.9
2018-08-25,08:57:34.830,16.60,0.9,13,0.00,0.00,0.00,0.00,20005,4.15,90,4.9,-4,9,-1024,4,1024,204,27,-1,-1,-1,-1,1,-1,0,-1,-1,-1,0x0000000000000220,7.9
2018-08-25,08:57:34.930,16.60,0.9,13,0.00,0.00,0.00,0.00,30005,4.15,90,4.9,-4,9,-1024,4,1024,204,27,0,-1,-1,-1,1,-1,0,-1,-1,-1,0x0000000000000220,7.9
2018-08-25,08:57:35.030,16.60,0.9,13,0.00,0.00,0.00,0.00,20005,4.15,90,4.9,-4,9,-1024,4,1024,204,27,0,0,-1,-1,1,-1,0,-1,-1,-1,0x0000000000000220,7.9
2018-08-25,08:57:35.130,16.60,0.9,13,0.00,0.00,0.00,0.00,30005,4.15,90,4.9,-4,9,-1024,4,1024,204,27,0,0,-1,-1,1,-1,0,-1,-1,-1,0x0000000000000220,7.9
2018-08-25,08:57:35.230,16.60,0.9,13,0.00,0.00,0.00,0.00,10005,4.15,90,4.9,-4,9,-1024,4,1024,204,27,0,0,-1,-1,1,-1,0,-1,-1,-1,0x0000000000000220,7.9
