Date,Time,VFAS(V),A4(V),Tmp1(@C),RSSI(dB),RxBt(V),Curr(A),Fuel(%),Hdg(@),Tmp1(@C),Rud,Ele,Thr,Ail,S1,6P,S2,EX1,EX2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2000-01-09,00:05:10.970,14.93,3.73,20002,61,4.8,0.0,0,0.00,41,-16,4,-1024,12,-313,204,0,0,0,-1024,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.2
2000-01-09,00:05:11.450,14.93,3.73,20005,58,4.8,0.0,0,0.00,41,-16,4,-1024,12,-313,204,0,0,0,-1024,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.2
2000-01-09,00:05:11.950,14.93,3.73,20005,60,4.8,0.0,0,0.00,41,-16,4,-1024,12,-313,204,0,0,0,-1024,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.2
2000-01-09,00:05:12.450,14.90,3.72,20005,60,4.8,0.0,0,0.00,40,-16,4,-1024,-1,-313,204,0,0,0,-1024,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.2
2000-01-09,00:05:12.950,14.92,3.73,30005,61,4.8,0.0,0,0.00,40,-16,6,-1024,134,-313,204,0,0,0,-1024,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.2
2000-01-09,00:05:13.450,14.84,3.71,30005,60,4.8,0.0,0,0.00,41,-16,3,-1024,10,-313,204,0,0,0,-1024,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.2
2000-01-09,00:05:53.980,14.95,3.73,10002,61,4.8,0.0,0,0.00,48,-16,6,-1024,12,-1024,204,0,0,0,-1024,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.2
2000-01-09,00:05:54.550,14.95,3.73,20005,61,4.8,0.0,0,0.00,49,-16,4,-1024,12,-1024,204,0,0,0,-1024,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.2
2000-01-09,00:05:55.080,14.94,3.73,20005,61,4.8,0.0,0,0.00,49,-16,877,-1024,30,-1024,204,0,0,0,-1024,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.2
2000-01-09,00:05:55.600,14.83,3.70,20005,60,4.8,0.0,0,0.00,49,-16,11,-1024,15,-1024,204,0,0,0,-1024,1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.2
2000-01-09,00:05:56.100,14.80,3.70,30005,60,4.8,0.0,0,0.00,49,-16,8,-1024,12,-1024,204,0,0,0,-1024,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.2
2000-01-09,00:05:56.640,14.77,3.68,30005,60,4.8,0.0,0,0.00,49,-16,6,-1024,9,-1024,204,0,0,0,-1024,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.2
2000-01-09,00:06:38.630,14.91,3.72,30002,76,4.8,0.0,0,0.00,55,-16,6,-1024,10,-1024,204,0,0,0,-1024,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.2
2000-01-09,00:06:39.120,14.91,3.72,30001,76,4.8,0.0,0,0.00,55,-16,6,-1024,10,-1024,204,0,0,0,-1024,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.2
2000-01-09,00:06:39.630,14.90,3.72,30005,76,4.8,0.0,0,0.00,55,-16,17,-1024,209,-1024,204,0,0,0,-1024,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.2
2000-01-09,00:06:40.130,14.87,3.70,10005,76,4.8,0.0,0,0.00,55,-16,-18,-1024,-707,-1024,204,0,0,0,-1024,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.2
2000-01-09,00:06:40.630,14.80,3.69,10005,76,4.8,0.0,0,0.00,55,-16,8,-1024,15,-1024,204,0,0,0,-1024,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.2
2000-01-09,00:08:02.340,14.91,3.72,10002,75,4.8,0.0,0,0.00,39,-16,6,-1024,10,-1024,204,0,0,0,-1024,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.2
2000-01-09,00:08:02.830,14.91,3.72,20001,74,4.8,0.0,0,0.00,39,-16,6,-1024,10,-1024,204,0,0,0,-1024,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.2
2000-01-09,00:08:03.330,14.91,3.72,30005,73,4.8,0.1,0,0.00,39,-16,8,-1024,10,-1024,204,0,0,0,-1024,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.2
2000-01-09,00:08:03.840,14.91,3.72,30005,79,4.8,0.1,0,0.00,39,-16,80,-1024,-318,-1024,204,0,0,0,-1024,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.2
2000-01-09,00:08:04.340,14.84,3.70,10005,76,4.8,0.2,0,0.00,39,-16,1019,-1024,-122,-1024,204,0,0,0,-1024,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.2
2000-01-09,00:08:04.840,14.78,3.69,10005,76,4.8,7.2,0,0.00,39,-16,-237,-1024,-87,-1024,204,0,0,0,-1024,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.2
2000-01-09,00:08:05.340,14.73,3.68,20005,76,4.8,14.5,0,0.00,39,-16,1019,-1024,246,-1024,204,0,0,0,-1024,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.2
2000-01-09,00:08:05.840,14.80,3.69,20005,79,4.8,0.1,0,0.00,39,-16,6,-1024,12,-1024,204,0,0,0,-1024,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.2
2000-01-09,00:09:56.850,14.73,3.68,30002,70,4.8,0.0,0,0.00,39,-16,6,-1024,10,-1024,204,0,0,0,-1024,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.2
2000-01-09,00:09:57.340,14.73,3.68,30001,72,4.8,0.0,0,0.00,39,-16,6,-1024,10,-1024,204,0,0,0,-1024,1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.2
2000-01-09,00:09:57.850,14.72,3.68,10005,72,4.8,0.1,0,0.00,39,-16,9,-1024,148,-1024,204,0,0,0,-1024,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.2
2000-01-09,00:09:58.350,14.71,3.67,20005,72,4.8,0.1,0,0.00,39,-16,6,-1024,12,-1024,204,0,0,0,-1024,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.2
2000-01-09,00:09:58.850,14.66,3.66,20005,71,4.8,0.1,0,0.00,39,-16,6,-1024,1,-1024,204,0,0,0,-1024,1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.2
2000-01-09,00:09:59.350,14.63,3.66,20005,73,4.8,0.1,0,0.00,39,-16,3,-1024,9,-1024,204,0,0,0,-1024,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.2
2000-01-09,00:09:59.850,14.65,3.66,30005,73,4.8,0.2,0,0.00,40,-16,4,-1024,10,-1024,204,0,0,0,-1024,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.2
2000-01-09,00:10:00.350,14.63,3.66,10005,71,4.8,0.1,0,0.00,40,-16,6,-1024,10,-1024,204,0,0,0,-1024,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.2
2000-01-09,00:11:44.760,14.82,3.70,10002,78,4.8,0.0,0,0.00,37,-16,6,-1024,10,-1024,204,0,0,0,-1024,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.2
2000-01-09,00:11:45.260,14.83,3.70,10001,80,4.8,0.0,0,0.00,37,-16,6,-1024,10,-1024,204,0,0,0,-1024,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.2
2000-01-09,00:11:45.760,14.83,3.70,20005,76,4.8,0.0,0,0.00,37,-16,27,-1024,1024,-1024,204,0,0,0,-1024,1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.2
2000-01-09,00:11:46.260,14.83,3.68,20005,79,4.8,0.0,0,0.00,37,-16,9,-1024,357,-1024,204,0,0,0,-1024,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.2
2000-01-09,00:11:46.760,14.71,3.67,30005,79,4.8,0.0,0,0.00,37,-16,6,-1024,6,-1024,204,0,0,0,-1024,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.2
2000-01-09,00:11:47.260,14.69,3.67,10005,79,4.8,0.0,0,0.00,37,-16,-1014,-1024,-158,-1024,204,0,0,0,-1024,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.2
2000-01-09,00:11:47.760,14.56,3.64,10005,77,4.8,0.0,0,0.00,37,-16,6,-1024,9,-1024,204,0,0,0,-1024,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.2
2000-01-09,00:11:48.260,14.71,3.67,20005,79,4.8,0.0,0,0.00,37,-16,1,-1024,12,-1024,204,0,0,0,-1024,1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.2
2000-01-09,00:11:48.760,14.71,3.68,20005,79,4.8,0.0,0,0.00,37,-16,4,-1024,12,-1024,204,0,0,0,-1024,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.2
2000-01-09,00:11:49.260,14.75,3.69,30005,80,4.8,0.0,0,0.00,37,-16,6,-1024,12,-1024,204,0,0,0,-1024,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.2
2000-01-09,00:11:49.760,14.80,3.70,10005,78,4.8,0.0,0,0.00,37,-16,6,-1024,12,-1024,204,0,0,0,-1024,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.2
