Date,Time,VFAS(V),A4(V),Curr(A),Fuel(%),Hdg(@),Tmp1(@C),Tmp1(@C),RSSI(dB),RxBt(V),Rud,Ele,Thr,Ail,S1,6P,S2,EX1,EX2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2020-02-02,00:00:46.980,0.00,0.00,0.0,0,0.00,0,0,87,4.6,-15,8,-1024,12,-1024,204,-1,0,0,73,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.7
2020-02-02,00:00:47.470,0.00,0.00,0.0,0,0.00,0,0,89,4.6,-15,9,-1024,12,-1024,204,-2,0,0,73,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.7
2020-02-02,00:00:47.970,0.00,0.00,0.0,0,0.00,0,0,88,4.6,-15,9,-1024,12,-1024,204,-2,0,0,73,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.7
2020-02-02,00:00:51.080,0.00,0.00,0.0,0,0.00,0,0,88,4.6,-15,9,-1024,12,-1024,204,-2,0,0,73,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.7
2020-02-02,00:00:51.570,0.00,0.00,0.0,0,0.00,0,0,85,4.6,-15,9,-1024,12,-1024,204,-1,0,0,73,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.7
2020-02-02,00:00:52.070,0.00,0.00,0.0,0,0.00,0,0,86,4.6,-15,8,-1024,12,-1024,204,-2,0,0,73,0,-1,-1,0,-1,-1,-1,-1,-1,0x0000000000000920,7.7
2020-02-02,00:01:15.690,0.00,0.00,0.0,0,0.00,0,0,85,4.6,-15,9,-1024,12,-1024,204,-2,0,0,73,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.7
2020-02-02,00:01:16.180,0.00,0.00,0.0,0,0.00,0,0,88,4.6,-15,9,-1024,12,-1024,204,-2,0,0,73,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.7
2020-02-02,00:01:16.680,0.00,0.00,0.0,0,0.00,0,0,89,4.6,-15,9,-1024,12,-1024,204,-2,0,0,73,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.7
2020-02-02,00:01:17.180,0.00,0.00,0.0,0,0.00,0,0,85,4.6,-15,8,-1024,12,-1024,204,-1,0,0,72,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.7
2020-02-02,00:01:17.680,0.00,0.00,0.0,0,0.00,0,0,82,4.6,-15,9,-1024,12,-1024,204,-2,0,0,73,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.7
2020-02-02,00:01:18.180,0.00,0.00,0.0,0,0.00,0,0,85,4.6,-7,9,-1024,12,-1024,204,-1,0,0,73,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.7
2020-02-02,00:01:18.680,0.00,0.00,0.0,0,0.00,0,0,87,4.6,9,9,-690,12,-1024,204,-1,0,0,73,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.7
2020-02-02,00:01:19.180,0.00,0.00,0.0,0,0.00,0,0,83,4.6,-4,9,-1024,10,-1024,204,-2,0,0,73,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.7
2020-02-02,00:01:19.680,0.00,0.00,0.0,0,0.00,0,0,80,4.6,30,8,-1024,7,-1024,204,-2,0,0,73,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.7
2020-02-02,00:01:20.180,0.00,0.00,0.0,0,0.00,0,0,85,4.6,-6,9,-1024,12,-1024,204,-1,0,0,73,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.7
2020-02-02,00:01:20.680,0.00,0.00,0.0,0,0.00,0,0,90,4.6,34,4,-1024,10,-1024,204,-1,0,0,73,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.7
2020-02-02,00:01:21.180,0.00,0.00,0.0,0,0.00,0,0,84,4.6,-70,9,-1003,10,-1024,204,-1,0,0,73,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.7
2020-02-02,00:01:21.680,0.00,0.00,0.0,0,0.00,0,0,85,4.6,43,9,-1008,10,-1024,204,-2,0,0,72,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.7
2020-02-02,00:01:22.180,0.00,0.00,0.0,0,0.00,0,0,87,4.6,370,9,-1006,10,-1024,204,-2,0,0,73,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.7
2020-02-02,00:01:22.680,0.00,0.00,0.0,0,0.00,0,0,84,4.6,1024,9,-744,10,-1024,204,-2,0,0,73,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.7
2020-02-02,00:01:23.180,0.00,0.00,0.0,0,0.00,0,0,84,4.6,-261,9,-1024,10,-1024,204,-2,0,0,73,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.7
2020-02-02,00:01:23.680,0.00,0.00,0.0,0,0.00,0,0,84,4.6,-16,9,-1024,10,-1024,204,-2,0,0,73,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.7
2020-02-02,00:01:24.180,0.00,0.00,0.0,0,0.00,0,0,83,4.6,-15,9,-1024,10,-1024,204,-2,0,0,73,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.7
2020-02-02,00:01:24.680,0.00,0.00,0.0,0,0.00,0,0,87,4.6,996,9,-1024,10,-1024,204,-2,0,0,72,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.7
2020-02-02,00:01:25.180,0.00,0.00,0.0,0,0.00,0,0,85,4.6,41,9,-1024,10,-1024,204,-1,0,0,73,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.7
2020-02-02,00:01:25.680,0.00,0.00,0.0,0,0.00,0,0,84,4.6,-10,9,-1024,10,-1024,204,-2,0,0,72,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.7
2020-02-02,00:01:29.790,0.00,0.00,0.0,0,0.00,0,0,86,4.6,-15,9,-1024,10,-1024,204,-2,0,0,73,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.7
2020-02-02,00:01:30.280,0.00,0.00,0.0,0,0.00,0,0,86,4.6,-15,9,-1024,10,-1024,204,-2,0,0,73,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.7
2020-02-02,00:01:30.780,0.00,0.00,0.0,0,0.00,0,0,82,4.6,-15,9,-1024,10,-1024,204,-1,0,0,73,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.7
2020-02-02,00:01:31.280,0.00,0.00,0.0,0,0.00,0,0,84,4.6,-15,9,-1024,10,-1024,204,-2,0,0,73,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.7
2020-02-02,00:01:31.780,0.00,0.00,0.0,0,0.00,0,0,87,4.6,-15,158,-1024,10,-1024,204,-2,0,0,72,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.7
2020-02-02,00:01:32.280,0.00,0.00,0.0,0,0.00,0,0,83,4.6,-15,9,-1024,10,-1024,204,-2,0,0,73,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.7
2020-02-02,00:01:32.780,0.00,0.00,0.0,0,0.00,0,0,82,4.6,-15,9,-1024,10,-1024,204,-2,0,0,73,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.7
2020-02-02,00:01:33.280,0.00,0.00,0.0,0,0.00,0,0,87,4.6,-15,9,-1024,10,-1024,204,-1,0,0,73,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.7
2020-02-02,00:01:33.780,0.00,0.00,0.0,0,0.00,0,0,87,4.6,-15,40,-1024,10,-1024,204,-2,0,0,73,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.7
2020-02-02,00:01:34.280,0.00,0.00,0.0,0,0.00,0,0,85,4.6,-15,9,-1024,10,-1024,204,-1,0,0,73,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.7
2020-02-02,00:01:34.780,0.00,0.00,0.0,0,0.00,0,0,84,4.6,-15,9,-1024,10,-1024,204,-2,0,0,73,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.7
2020-02-02,00:01:35.280,0.00,0.00,0.0,0,0.00,0,0,86,4.6,-15,9,-1024,9,-1024,204,-2,0,0,73,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.7
2020-02-02,00:01:35.780,0.00,0.00,0.0,0,0.00,0,0,82,4.6,-15,9,-1024,10,-1024,204,-2,0,0,73,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.7
2020-02-02,00:01:36.280,0.00,0.00,0.0,0,0.00,0,0,79,4.6,-15,9,-1024,10,-1024,204,-2,0,0,73,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.7
2020-02-02,00:01:36.780,0.00,0.00,0.0,0,0.00,0,0,83,4.6,-15,9,-1024,10,-1024,204,-2,0,0,72,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.7
2020-02-02,00:01:37.280,0.00,0.00,0.0,0,0.00,0,0,85,4.6,-15,9,-1024,10,-1024,204,-1,0,0,73,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.7
2020-02-02,00:01:37.780,0.00,0.00,0.0,0,0.00,0,0,73,4.6,-15,67,-1024,10,-1024,204,-2,0,0,73,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.7
2020-02-02,00:01:38.280,0.00,0.00,0.0,0,0.00,0,0,81,4.6,-15,324,-1024,10,-1024,204,-2,0,0,73,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.7
2020-02-02,00:01:38.780,0.00,0.00,0.0,0,0.00,0,0,86,4.6,-15,9,-1024,10,-1024,204,-1,0,0,73,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.7
2020-02-02,00:01:39.280,0.00,0.00,0.0,0,0.00,0,0,79,4.6,-15,25,-1024,10,-1024,204,-2,0,0,73,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.7
2020-02-02,00:01:39.780,0.00,0.00,0.0,0,0.00,0,0,79,4.6,-15,9,-1024,10,-1024,204,-2,0,0,73,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.7
2020-02-02,00:01:40.280,0.00,0.00,0.0,0,0.00,0,0,83,4.6,-15,9,-1024,10,-1024,204,-2,0,0,73,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.7
2020-02-02,00:01:40.780,0.00,0.00,0.0,0,0.00,0,0,85,4.6,-15,9,-1024,10,-1024,204,-2,0,0,72,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.7
2020-02-02,00:01:41.280,0.00,0.00,0.0,0,0.00,0,0,82,4.6,-15,9,-1024,10,-1024,204,-2,0,0,73,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.7
2020-02-02,00:01:41.780,0.00,0.00,0.0,0,0.00,0,0,85,4.6,-15,9,-1024,10,-1024,204,-2,0,0,73,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.7
2020-02-02,00:01:42.280,0.00,0.00,0.0,0,0.00,0,0,88,4.6,-15,-191,-1024,12,-1024,204,-1,0,0,73,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.7
2020-02-02,00:01:42.780,0.00,0.00,0.0,0,0.00,0,0,84,4.6,-15,8,-1024,10,-1024,204,-1,0,0,73,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.7
2020-02-02,00:01:43.280,0.00,0.00,0.0,0,0.00,0,0,81,4.6,-15,8,-1024,10,-1024,204,-1,0,0,73,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.7
2020-02-02,00:01:43.780,0.00,0.00,0.0,0,0.00,0,0,85,4.6,-15,-229,-1024,53,-1024,204,-2,0,0,73,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.7
2020-02-02,00:01:44.280,0.00,0.00,0.0,0,0.00,0,0,88,4.6,-15,-445,-1024,96,-1024,204,-2,0,0,73,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.7
2020-02-02,00:01:44.780,0.00,0.00,0.0,0,0.00,0,0,82,4.6,-15,-107,-1024,15,-1024,204,-2,0,0,73,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.7
2020-02-02,00:01:45.280,0.00,0.00,0.0,0,0.00,0,0,84,4.6,-15,-359,-1024,48,-1024,204,-1,0,0,73,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.7
2020-02-02,00:01:45.780,0.00,0.00,0.0,0,0.00,0,0,89,4.6,-15,-478,-1024,90,-1024,204,-1,0,0,73,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.7
2020-02-02,00:01:46.280,0.00,0.00,0.0,0,0.00,0,0,85,4.6,-15,6,-1024,12,-1024,204,-1,0,0,73,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.7
2020-02-02,00:01:46.780,0.00,0.00,0.0,0,0.00,0,0,82,4.6,-15,-769,-1024,201,-1024,204,-2,0,0,73,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.7
2020-02-02,00:01:47.280,0.00,0.00,0.0,0,0.00,0,0,85,4.6,-15,8,-1024,10,-1024,204,-2,0,0,73,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.7
2020-02-02,00:01:47.780,0.00,0.00,0.0,0,0.00,0,0,88,4.6,-15,8,-1024,10,-1024,204,-2,0,0,73,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.7
2020-02-02,00:01:48.280,0.00,0.00,0.0,0,0.00,0,0,82,4.6,-15,8,-1024,10,-1024,204,-1,0,0,73,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.7
2020-02-02,00:01:48.780,0.00,0.00,0.0,0,0.00,0,0,83,4.6,-15,9,-1024,10,-1024,204,-1,0,0,73,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.7
2020-02-02,00:01:49.280,0.00,0.00,0.0,0,0.00,0,0,79,4.6,-15,8,-1024,10,-1024,204,-2,0,0,73,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.7
2020-02-02,00:01:49.780,0.00,0.00,0.0,0,0.00,0,0,88,4.6,-15,9,-1024,10,-1024,204,-1,0,0,73,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.7
2020-02-02,00:01:50.280,0.00,0.00,0.0,0,0.00,0,0,83,4.6,-15,9,-1024,10,-1024,204,-2,0,0,73,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.7
2020-02-02,00:01:50.780,0.00,0.00,0.0,0,0.00,0,0,84,4.6,-15,8,-1024,12,-1024,204,-2,0,0,72,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.7
2020-02-02,00:01:51.280,0.00,0.00,0.0,0,0.00,0,0,88,4.6,-15,8,-1024,10,-1024,204,-1,0,0,73,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.7
2020-02-02,00:01:51.780,0.00,0.00,0.0,0,0.00,0,0,84,4.6,-15,-715,-1024,243,-1024,204,-1,0,0,73,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.7
2020-02-02,00:01:52.280,0.00,0.00,0.0,0,0.00,0,0,83,4.6,-16,8,-1024,10,-1024,204,-1,0,0,73,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.7
2020-02-02,00:01:52.780,0.00,0.00,0.0,0,0.00,0,0,78,4.6,-15,8,-1024,10,-1024,204,-2,0,0,73,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.7
2020-02-02,00:01:53.280,0.00,0.00,0.0,0,0.00,0,0,84,4.6,-15,-999,-1024,152,-1024,204,-2,0,0,73,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.7
2020-02-02,00:01:53.780,0.00,0.00,0.0,0,0.00,0,0,80,4.6,-15,8,-1024,10,-1024,204,-2,0,0,73,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.7
2020-02-02,00:01:54.280,0.00,0.00,0.0,0,0.00,0,0,82,4.6,-15,9,-1024,10,-1024,204,-2,0,0,73,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.7
2020-02-02,00:01:54.780,0.00,0.00,0.0,0,0.00,0,0,88,4.6,-15,11,-1024,12,-1024,204,-2,0,0,73,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.7
2020-02-02,00:01:55.280,0.00,0.00,0.0,0,0.00,0,0,83,4.6,-15,11,-1024,10,-1024,204,-1,0,0,73,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.7
2020-02-02,00:01:55.780,0.00,0.00,0.0,0,0.00,0,0,82,4.6,-15,112,-1024,614,-1024,204,-1,0,0,73,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.7
2020-02-02,00:01:56.280,0.00,0.00,0.0,0,0.00,0,0,83,4.6,-15,9,-1024,12,-1024,204,-2,0,0,73,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.7
2020-02-02,00:01:56.780,0.00,0.00,0.0,0,0.00,0,0,83,4.6,-15,11,-1024,12,-1024,204,-1,0,0,73,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.7
2020-02-02,00:01:57.280,0.00,0.00,0.0,0,0.00,0,0,79,4.6,-15,11,-1024,12,-1024,204,-2,0,0,73,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.7
2020-02-02,00:01:59.440,0.00,0.00,0.0,0,0.00,0,0,78,4.6,-15,9,-1024,12,-1024,204,-2,0,0,73,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.7
2020-02-02,00:01:59.930,0.00,0.00,0.0,0,0.00,0,0,81,4.6,-15,9,-1024,12,-1024,204,-2,0,0,73,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.7
2020-02-02,00:02:00.430,0.00,0.00,0.0,0,0.00,0,0,82,4.6,-15,9,-1024,-1000,-1024,204,-2,0,0,73,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.7
2020-02-02,00:02:00.930,0.00,0.00,0.0,0,0.00,0,0,77,4.6,-15,9,-1024,10,-1024,204,-2,0,0,73,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.7
2020-02-02,00:02:01.430,0.00,0.00,0.0,0,0.00,0,0,82,4.6,-15,9,-1024,10,-1024,204,-2,0,0,73,0,-1,-1,0,-1,-1,-1,-1,-1,0x0000000000000920,7.7
2020-02-02,00:02:02.790,0.00,0.00,0.0,0,0.00,0,0,84,4.6,-15,9,-1024,9,-1024,204,-2,0,0,73,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.7
2020-02-02,00:02:03.280,0.00,0.00,0.0,0,0.00,0,0,75,4.6,-15,9,-1024,10,-1024,204,-2,0,0,73,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.7
2020-02-02,00:02:03.780,0.00,0.00,0.0,0,0.00,0,0,82,4.6,1024,9,-1024,9,-1024,204,-1,0,0,73,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.7
2020-02-02,00:02:04.280,0.00,0.00,0.0,0,0.00,0,0,83,4.6,-680,11,142,10,-1024,204,-2,0,0,72,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.7
2020-02-02,00:02:04.780,0.00,0.00,0.0,0,0.00,0,0,77,4.6,-13,9,-1024,9,-1024,204,-2,0,0,73,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.7
2020-02-02,00:02:05.280,0.00,0.00,0.0,0,0.00,0,0,80,4.6,-15,11,-1024,6,-1024,204,-2,0,0,73,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.7
2020-02-02,13:58:15.780,0.00,0.00,0.0,0,0.00,0,0,82,4.6,-16,9,-1024,12,-1024,204,-2,0,0,73,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.7
2020-02-02,13:58:16.280,0.00,0.00,0.0,0,0.00,0,0,83,4.6,-16,9,-1024,12,-1024,204,-2,0,0,73,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.7
2020-02-02,13:58:16.780,0.00,0.00,0.0,0,0.00,0,0,82,4.6,-16,9,-1024,12,-1024,204,-2,0,0,72,-1,-1,-1,0,-1,-1,-1,-1,-1,0x0000000000000920,7.7
2020-02-02,13:58:47.340,0.00,0.00,0.0,0,0.00,0,0,91,4.6,-15,9,-1024,12,-1024,204,-2,0,0,73,0,-1,-1,0,-1,-1,-1,-1,-1,0x0000000000000920,7.7
2020-02-02,13:58:47.830,0.00,0.00,0.0,0,0.00,0,0,89,4.6,-15,9,-1024,12,-1024,204,-1,0,0,73,0,-1,-1,0,-1,-1,-1,-1,-1,0x0000000000000920,7.7
2020-02-02,13:58:48.340,0.00,0.00,0.0,0,0.00,0,0,91,4.6,-15,9,-1024,12,-1024,204,-2,0,0,73,-1,-1,-1,0,-1,-1,-1,-1,-1,0x0000000000000920,7.7
2020-02-02,13:58:49.290,0.00,0.00,0.0,0,0.00,0,0,85,4.6,-15,11,-1024,12,-1024,204,-2,0,0,73,0,-1,-1,0,-1,-1,-1,-1,-1,0x0000000000000920,7.7
2020-02-02,13:58:49.790,0.00,0.00,0.0,0,0.00,0,0,85,4.6,-16,9,-1024,12,-1024,204,-2,0,0,73,0,-1,-1,0,-1,-1,-1,-1,-1,0x0000000000000920,7.7
2020-02-02,13:58:50.290,0.00,0.00,0.0,0,0.00,0,0,90,4.6,-15,11,-1024,12,-1024,204,-2,0,0,73,0,-1,-1,0,-1,-1,-1,-1,-1,0x0000000000000920,7.7
2020-02-02,13:58:51.100,0.00,0.00,0.0,0,0.00,0,0,90,4.6,-15,9,-1024,12,-1024,204,-2,0,0,73,-1,-1,-1,0,-1,-1,-1,-1,-1,0x0000000000000920,7.7
2020-02-02,13:58:51.590,0.00,0.00,0.0,0,0.00,0,0,87,4.6,-15,9,-1024,12,-1024,204,-2,0,0,73,0,-1,-1,0,-1,-1,-1,-1,-1,0x0000000000000920,7.7
2020-02-02,13:58:52.090,0.00,0.00,0.0,0,0.00,0,0,87,4.6,-15,11,-1024,12,-1024,204,-2,0,0,73,0,-1,-1,0,-1,-1,-1,-1,-1,0x0000000000000920,7.7
2020-02-02,13:58:52.590,0.00,0.00,0.0,0,0.00,0,0,89,4.6,-16,11,-1024,12,-1024,204,-2,0,0,73,0,-1,-1,0,-1,-1,-1,-1,-1,0x0000000000000920,7.7
2020-02-02,13:58:53.090,0.00,0.00,0.0,0,0.00,0,0,88,4.6,-16,9,-1024,12,-1024,204,-2,0,0,72,0,-1,-1,0,-1,-1,-1,-1,-1,0x0000000000000920,7.7
2020-02-02,13:58:53.850,0.00,0.00,0.0,0,0.00,0,0,93,4.6,-16,9,-1024,12,-1024,204,-2,0,0,73,0,-1,-1,0,-1,-1,-1,-1,-1,0x0000000000000920,7.7
2020-02-02,13:58:54.340,0.00,0.00,0.0,0,0.00,0,0,89,4.6,-16,9,-1024,12,-1024,204,-2,0,0,73,-1,-1,-1,0,-1,-1,-1,-1,-1,0x0000000000000920,7.7
